@relation iris-weka.filters.unsupervised.attribute.Remove-R1-2
@attribute petallength numeric
@attribute petalwidth numeric
@attribute class {negative,positive,zero}
@data

0.29783167626108153,0.8385018422581776,positive
1.899290176034876,1.7936176711000724,positive
0.09455226949601014,1.1010747232188978,positive
1.326562169832026,0.9150305857077441,positive
0.6964989078405723,1.8971906107742569,positive
1.3832401968851487,1.3683678565581177,positive
1.6589379496658154,0.910853395803453,positive
0.35860351806800295,0.2943383572708933,positive
1.8712661723491741,1.0267272970244716,positive
0.2982164392387405,1.5841179512668144,positive
1.981410164136875,0.6097052463070296,positive
0.03486569798476857,1.278845136581994,positive
1.4876623890154657,1.3276918364867998,positive
1.1240251670926098,1.6876551143821672,positive
0.820280461476707,0.5406113888536204,positive
1.147776941727503,1.2248011118592894,positive
1.0340044356979594,0.6243546091262224,positive
1.4311940983640057,1.343366198002432,positive
1.0939752977133703,1.5065800531096627,positive
0.8577706401837741,1.8825203523758065,positive
1.1613649787128708,1.1619899316148856,positive
0.1755604187299118,1.647232053566478,positive
1.7713580463850378,1.8479038572189097,positive
1.9532663274385205,0.1037956915579048,positive
1.3449513419146704,1.4566550689548001,positive
0.17559816661840166,0.7014905347214371,positive
0.08736790185563259,1.5195392136466856,positive
0.35979645384438586,0.5201382839666442,positive
0.9997079668342317,0.11774765910328666,positive
0.030297267347885848,0.6952812485846915,positive
0.4667889615835332,1.2389198264858607,positive
0.40609100591126013,1.3871552345390081,positive
1.6829548741183658,1.963654123826399,positive
1.2354070383026161,1.9365840418922067,positive
0.03896152878339665,1.2745177363435856,positive
1.8549328135298404,1.2903773052074465,positive
0.5168752890231667,1.250801110014345,positive
0.7558561004137196,1.7807639908361934,positive
1.1262484294297859,0.9454637074483485,positive
1.2065954090179707,0.9078494267225288,positive
1.4636637534201917,1.336422966817813,positive
1.8121620393747715,0.9010353132177849,positive
1.589068727769357,0.4025397127418191,positive
0.2826770980684441,0.5247960655006507,positive
1.5861481403876363,0.5953574965543182,positive
0.1386421707158907,1.8461569270142277,positive
0.41031105314500715,0.7608561013565862,positive
1.59814255574406,0.49567469486222837,positive
1.9266979518279783,0.9111824632028362,positive
1.4712393333106548,1.3306715524456303,positive
0.40193980146724884,1.1545257125059314,positive
0.5293848476393981,0.34892931617419554,positive
1.1372311379925149,1.562005528569511,positive
0.5227736929107898,0.20300163298373097,positive
0.416605634374666,1.783647475483266,positive
0.7861208135816717,0.7297565491053375,positive
0.4931317746507806,1.8212198168206424,positive
0.20343443557944396,1.5367140766958616,positive
1.9470738523431055,0.5239123409426569,positive
0.19493186462393597,0.8761970262698227,positive
1.4238919245700414,0.09353803078548362,positive
0.3443226753447117,1.7902662738026969,positive
1.496282377709846,1.1691436212220723,positive
0.30226248995308236,0.8238645071593347,positive
1.1932889908627267,1.9066172760215656,positive
1.6818591132175102,0.48054639022077184,positive
0.6008421937154929,1.8770844209680009,positive
1.804689791064593,0.034625193319427705,positive
0.8619124700122851,1.5785871733183718,positive
1.3608680550175343,0.3155198714277123,positive
1.8907927056867464,0.8887444593404918,positive
0.31427534144869007,0.6445395851647022,positive
0.16485095019932494,0.8817938775680838,positive
0.7141509526223628,0.2312949031014193,positive
0.06842443832911327,1.0916194567955904,positive
1.4668133298897843,0.026379764719773657,positive
0.43735351605826667,0.5230723601617941,positive
0.5763615380194427,0.2789193738187645,positive
1.188981609758516,1.497094538358027,positive
0.8807861515134048,1.8620341913608918,positive
1.2212768078177227,0.7608594089271392,positive
1.8899952826423456,1.8062218031429733,positive
0.12605710054899966,0.20234499029390718,positive
0.9748406447232958,1.420112760734735,positive
0.6851309869839961,1.9794603137133575,positive
1.8613057431093432,0.8800086760771251,positive
0.6044923137220035,1.9070466714624512,positive
1.151597464366208,1.2340645864582651,positive
0.49053664628245786,0.5407808720758569,positive
0.4239596764795093,1.3939306919164272,positive
0.6835945184602077,1.5552081198555026,positive
0.35560573128462547,1.8761209418517797,positive
0.23790539447555292,1.733838025893009,positive
0.2682448123477412,0.8073305621917943,positive
1.0734837115354217,0.17243771358630333,positive
1.5132560595425661,1.0223758660125348,positive
1.124156734917482,0.1423614041171799,positive
0.1936408386905597,1.9603846422199667,positive
0.16738243859971358,1.468957554307223,positive
1.8624636097463716,0.504317065196171,positive
4.417924946868078,3.376196813247993,negative
3.063851926080121,4.366276613484274,negative
3.258989952868975,3.4180154555729128,negative
5.519901874005026,5.313178951333388,negative
4.614866261504616,3.9135481749621244,negative
5.959686285315403,4.856605261309156,negative
4.835166193815094,3.6069575039578496,negative
3.620741858872476,4.282520170321245,negative
3.8449973253230914,5.064203150009601,negative
4.992937255152149,5.635794456080803,negative
4.286419435369641,5.911720568070096,negative
5.594437867038232,4.266063657221112,negative
4.432235830432956,5.345183336149011,negative
4.292633668302475,4.643960300578772,negative
4.111468153042553,3.9643484693426396,negative
5.215531522424973,5.313777483045262,negative
3.0216059351066553,4.196039418632839,negative
3.856730943317465,4.60155229936493,negative
4.5322154597762125,3.617125844459722,negative
4.628469256029458,3.7942369823986253,negative
4.407732533728985,4.38291411985846,negative
5.862340108375484,4.94605455746537,negative
4.794258812116496,3.703666607410566,negative
5.096154891452841,5.252316676702456,negative
3.3259206772425753,4.893023392975027,negative
5.4180350685304575,3.058910114336905,negative
4.310844078170891,4.936904173187481,negative
3.6651904409501386,4.047338477396355,negative
5.655039340600469,5.800022841737821,negative
4.394955516409802,3.9506355434899714,negative
3.4744833706182723,5.799452107388451,negative
4.759522048189956,4.314645428493881,negative
5.231427984953402,5.330729936356129,negative
3.723425803254055,5.322095775635125,negative
4.7104555227689815,5.031804681822884,negative
5.464210170858612,4.5435691414557855,negative
4.223045312248448,3.1136697452337185,negative
5.291807013825718,3.669906834518491,negative
3.0964069345591554,4.0738448604418345,negative
4.0110440014883855,3.8147605170322234,negative
3.7630773859173283,3.3399128077464337,negative
4.334302137396248,4.853935884519812,negative
4.622272851120263,3.5651294415605252,negative
3.7277169621181043,4.489851482354875,negative
3.2922264152291247,3.316674544336607,negative
4.944432226539247,5.294867508524262,negative
5.914737091380433,3.759420110040259,negative
3.46228315940709,4.896417226171641,negative
5.808896102936416,4.644144762013608,negative
5.100903055959145,3.7198042069819226,negative
5.000448970585782,4.458928314906492,negative
5.244613938040086,3.301207889850628,negative
5.976494742030829,3.996015601008331,negative
3.342580508359565,5.123870640163133,negative
5.432215992991857,3.8237432401602005,negative
4.696571803890389,5.214617207741076,negative
4.7870730564724315,5.234176994761023,negative
4.979293596083659,3.365789760985793,negative
3.852392377366172,5.161912594750406,negative
5.452622039421135,5.819358462677673,negative
5.2305166976596205,5.338048681894243,negative
3.475183904324111,4.565400203960638,negative
5.817680002246932,5.55564251668333,negative
3.602599841585482,4.066315317271133,negative
